position,gene,ID,type,start,end,strand,strain,central_gene,core_status,isolate_count
-7,,ECOR4_04262,CDS,54579,54983,+,ECOR4_PROKKA,rtcR,non_core,1
-6,,ECOR4_04263,CDS,55013,56083,+,ECOR4_PROKKA,rtcR,non_core,4
-5,,ECOR4_04264,CDS,56109,57101,+,ECOR4_PROKKA,rtcR,non_core,2
-4,,ECOR4_04265,CDS,57101,57388,+,ECOR4_PROKKA,rtcR,non_core,2
-3,glpD,ECOR4_04266,CDS,57919,59424,-,ECOR4_PROKKA,rtcR,core,44
-2,glpE,ECOR4_04267,CDS,59614,59940,+,ECOR4_PROKKA,rtcR,core,44
-1,glpG_2,ECOR4_04268,CDS,59985,60815,+,ECOR4_PROKKA,rtcR,core,44
0,glpR,ECOR4_04269,CDS,60832,61590,+,ECOR4_PROKKA,rtcR,soft_core,43
1,norR_3,ECOR4_04270,CDS,61572,63170,-,ECOR4_PROKKA,rtcR,non_core,2
2,rtcB,ECOR4_04271,CDS,63359,64585,+,ECOR4_PROKKA,rtcR,non_core,38
3,rtcA,ECOR4_04272,CDS,64589,65605,+,ECOR4_PROKKA,rtcR,core,44
4,malT,ECOR4_04273,CDS,65648,68353,-,ECOR4_PROKKA,rtcR,core,44
5,malP_3,ECOR4_04274,CDS,68965,71358,+,ECOR4_PROKKA,rtcR,core,44
6,malQ,ECOR4_04275,CDS,71368,73452,+,ECOR4_PROKKA,rtcR,non_core,32
7,gntT,ECOR4_04276,CDS,73497,74813,-,ECOR4_PROKKA,rtcR,core,44
8,nfuA,ECOR4_04277,CDS,75174,75749,-,ECOR4_PROKKA,rtcR,core,44
9,prs_2,ECOR4_04278,CDS,75808,76491,-,ECOR4_PROKKA,rtcR,core,44
-9,,ECOR66_00528,CDS,175381,175872,-,ECOR66_PROKKA,sbcD,non_core,2
-8,,ECOR66_00529,CDS,175973,176098,-,ECOR66_PROKKA,sbcD,non_core,9
-7,nepI_1,ECOR66_00530,CDS,176287,177480,-,ECOR66_PROKKA,sbcD,non_core,2
-6,,ECOR66_00531,CDS,177657,178715,-,ECOR66_PROKKA,sbcD,non_core,2
-5,pgrR_1,ECOR66_00532,CDS,178961,179848,+,ECOR66_PROKKA,sbcD,non_core,2
-4,brnQ,ECOR66_00533,CDS,127,1446,-,ECOR66_PROKKA,sbcD,core,44
-3,phoR,ECOR66_00534,CDS,1853,3148,-,ECOR66_PROKKA,sbcD,core,44
-2,phoB,ECOR66_00535,CDS,3206,3895,-,ECOR66_PROKKA,sbcD,core,44
-1,sbcD,ECOR66_00536,CDS,4085,5287,+,ECOR66_PROKKA,sbcD,non_core,2
0,sbcC,ECOR66_00537,CDS,5284,8427,+,ECOR66_PROKKA,sbcD,core,44
1,araJ,ECOR66_00538,CDS,8469,9737,+,ECOR66_PROKKA,sbcD,core,44
2,mak_1,ECOR66_00539,CDS,10006,10914,-,ECOR66_PROKKA,sbcD,core,44
3,rdgC,ECOR66_00540,CDS,10973,11950,+,ECOR66_PROKKA,sbcD,core,44
4,,ECOR66_00541,CDS,12311,12493,+,ECOR66_PROKKA,sbcD,non_core,32
5,ppnP,ECOR66_00542,CDS,12597,12881,-,ECOR66_PROKKA,sbcD,core,44
6,,ECOR66_00543,CDS,12953,13630,-,ECOR66_PROKKA,sbcD,core,44
7,yaiA,ECOR66_00544,CDS,13888,14079,-,ECOR66_PROKKA,sbcD,core,44
8,aroL,ECOR66_00545,CDS,14129,14653,-,ECOR66_PROKKA,sbcD,core,44
9,,ECOR66_00546,CDS,14836,15294,-,ECOR66_PROKKA,sbcD,core,44
-9,,ECOR49_04511,CDS,133036,133152,+,ECOR49_PROKKA,sgrR_2,non_core,1
-8,cra_2,ECOR49_04512,CDS,133099,134103,-,ECOR49_PROKKA,sgrR_2,core,44
-7,ilvH,ECOR49_04513,CDS,134283,134774,-,ECOR49_PROKKA,sgrR_2,core,44
-6,ilvI,ECOR49_04514,CDS,134777,136501,-,ECOR49_PROKKA,sgrR_2,core,44
-5,leuO,ECOR49_04515,CDS,136819,137763,-,ECOR49_PROKKA,sgrR_2,core,44
-4,leuA,ECOR49_04516,CDS,138601,140172,+,ECOR49_PROKKA,sgrR_2,core,44
-3,leuB,ECOR49_04517,CDS,140172,141263,+,ECOR49_PROKKA,sgrR_2,core,44
-2,leuC_2,ECOR49_04518,CDS,141266,142666,+,ECOR49_PROKKA,sgrR_2,core,44
-1,leuD,ECOR49_04519,CDS,142677,143282,+,ECOR49_PROKKA,sgrR_2,core,44
0,sgrT,ECOR49_04520,CDS,143390,143521,-,ECOR49_PROKKA,sgrR_2,non_core,33
1,sgrR_2,ECOR49_04521,CDS,143610,145268,+,ECOR49_PROKKA,sgrR_2,non_core,2
2,,ECOR49_04522,CDS,145425,145532,-,ECOR49_PROKKA,sgrR_2,non_core,1
3,,ECOR49_04523,CDS,145498,146067,-,ECOR49_PROKKA,sgrR_2,non_core,1
4,thiB,ECOR49_04524,CDS,146438,147421,+,ECOR49_PROKKA,sgrR_2,core,44
5,,ECOR49_04525,CDS,147397,149007,+,ECOR49_PROKKA,sgrR_2,core,44
6,thiQ,ECOR49_04526,CDS,148991,149689,+,ECOR49_PROKKA,sgrR_2,core,44
7,yabI,ECOR49_04527,CDS,149803,150567,-,ECOR49_PROKKA,sgrR_2,core,44
8,araC,ECOR49_04528,CDS,150653,151531,-,ECOR49_PROKKA,sgrR_2,core,44
9,araB_2,ECOR49_04529,CDS,151870,153570,+,ECOR49_PROKKA,sgrR_2,core,44
-9,,ECOR50_04633,CDS,14039,16864,-,ECOR50_PROKKA,sra,non_core,4
-8,,ECOR50_04634,CDS,155,1474,+,ECOR50_PROKKA,sra,core,44
-7,dosC,ECOR50_04635,CDS,1851,3233,+,ECOR50_PROKKA,sra,non_core,20
-6,dosP,ECOR50_04636,CDS,3258,5657,+,ECOR50_PROKKA,sra,non_core,29
-5,ddpX,ECOR50_04637,CDS,5915,6496,+,ECOR50_PROKKA,sra,non_core,18
-4,ddpA,ECOR50_04638,CDS,6510,8060,+,ECOR50_PROKKA,sra,non_core,18
-3,ddpB,ECOR50_04639,CDS,8062,9084,+,ECOR50_PROKKA,sra,non_core,18
-2,ddpC,ECOR50_04640,CDS,9081,9977,+,ECOR50_PROKKA,sra,non_core,16
-1,ddpD,ECOR50_04641,CDS,9974,10960,+,ECOR50_PROKKA,sra,non_core,18
0,ddpF,ECOR50_04642,CDS,10953,11879,+,ECOR50_PROKKA,sra,non_core,18
1,osmC,ECOR50_04643,CDS,11935,12366,-,ECOR50_PROKKA,sra,core,44
2,bdm,ECOR50_04644,CDS,12711,12926,+,ECOR50_PROKKA,sra,core,44
3,maeA,ECOR50_04645,CDS,13322,15019,+,ECOR50_PROKKA,sra,core,44
4,adhP,ECOR50_04646,CDS,15153,16163,+,ECOR50_PROKKA,sra,core,44
5,yddM,ECOR50_04647,CDS,16309,16593,+,ECOR50_PROKKA,sra,core,44
6,,ECOR50_04648,CDS,111,1742,-,ECOR50_PROKKA,sra,soft_core,43
7,metH,ECOR50_04649,CDS,1962,5645,-,ECOR50_PROKKA,sra,soft_core,43
8,iclR,ECOR50_04650,CDS,5845,6669,+,ECOR50_PROKKA,sra,soft_core,43
9,,ECOR50_04651,CDS,6986,9172,+,ECOR50_PROKKA,sra,non_core,17
-9,ydhU,ECOR53_02385,CDS,145397,146182,-,ECOR53_PROKKA,sufD,core,44
-8,ydhX_2,ECOR53_02386,CDS,146179,146847,-,ECOR53_PROKKA,sufD,core,44
-7,ydhW,ECOR53_02387,CDS,146911,147549,-,ECOR53_PROKKA,sufD,core,44
-6,ydhV,ECOR53_02388,CDS,147562,149664,-,ECOR53_PROKKA,sufD,core,44
-5,ydhY,ECOR53_02389,CDS,149685,150311,-,ECOR53_PROKKA,sufD,core,44
-4,fumD,ECOR53_02390,CDS,150767,150976,-,ECOR53_PROKKA,sufD,core,44
-3,pykF,ECOR53_02391,CDS,151533,152945,+,ECOR53_PROKKA,sufD,core,44
-2,lpp,ECOR53_02392,CDS,153256,153492,+,ECOR53_PROKKA,sufD,core,44
-1,ynhG,ECOR53_02393,CDS,153555,154559,-,ECOR53_PROKKA,sufD,core,44
0,sufE,ECOR53_02394,CDS,154708,155124,-,ECOR53_PROKKA,sufD,core,44
1,sufS_1,ECOR53_02395,CDS,155137,155964,-,ECOR53_PROKKA,sufD,core,44
2,sufS_2,ECOR53_02396,CDS,155928,156356,-,ECOR53_PROKKA,sufD,non_core,1
3,sufD,ECOR53_02397,CDS,156353,157624,-,ECOR53_PROKKA,sufD,non_core,2
4,sufC,ECOR53_02398,CDS,157599,158345,-,ECOR53_PROKKA,sufD,non_core,3
5,sufB,ECOR53_02399,CDS,158355,159842,-,ECOR53_PROKKA,sufD,core,44
6,sufA,ECOR53_02400,CDS,159851,160219,-,ECOR53_PROKKA,sufD,core,44
7,,ECOR53_02401,CDS,160768,160956,-,ECOR53_PROKKA,sufD,core,44
8,menI,ECOR53_02402,CDS,161056,161466,-,ECOR53_PROKKA,sufD,core,44
9,,ECOR53_02403,CDS,161463,164519,-,ECOR53_PROKKA,sufD,core,44
-9,,NKLEEENC_04440,CDS,13629,14027,+,KE25,tdk,non_core,4
-8,,NKLEEENC_04441,CDS,14142,14774,+,KE25,tdk,non_core,4
-7,,NKLEEENC_04442,CDS,14778,14939,-,KE25,tdk,non_core,4
-6,,NKLEEENC_04443,CDS,15167,15439,+,KE25,tdk,non_core,16
-5,purU,NKLEEENC_04446,CDS,15818,16660,-,KE25,tdk,core,44
-4,,NKLEEENC_04447,CDS,16710,17168,-,KE25,tdk,core,44
-3,,NKLEEENC_04448,CDS,17242,18186,+,KE25,tdk,core,44
-2,rssB,NKLEEENC_04449,CDS,18278,19291,+,KE25,tdk,core,44
-1,galU,NKLEEENC_04450,CDS,19493,20401,+,KE25,tdk,core,44
0,hns_1,NKLEEENC_04451,CDS,20546,20959,-,KE25,tdk,core,44
1,,NKLEEENC_04452,CDS,21977,23182,-,KE25,tdk,non_core,26
2,adhE,NKLEEENC_04453,CDS,23307,25982,-,KE25,tdk,core,44
3,,NKLEEENC_04454,CDS,26459,27106,+,KE25,tdk,core,44
4,,NKLEEENC_04455,CDS,27133,27288,+,KE25,tdk,non_core,39
5,,NKLEEENC_04456,CDS,27264,27425,-,KE25,tdk,non_core,39
6,oppA,NKLEEENC_04457,CDS,27799,29475,+,KE25,tdk,non_core,20
7,oppB,NKLEEENC_04458,CDS,29561,30481,+,KE25,tdk,core,44
8,oppC,NKLEEENC_04459,CDS,30496,31404,+,KE25,tdk,core,44
9,oppD,NKLEEENC_04460,CDS,31416,32429,+,KE25,tdk,core,44
-9,rseP,2b84de5415a5ca9477dbe99a5510e5bf_385,CDS,206577,207929,+,CFT073,tilS,core,44
-8,bamA,2b84de5415a5ca9477dbe99a5510e5bf_387,CDS,207959,210391,+,CFT073,tilS,core,44
-7,skp,2b84de5415a5ca9477dbe99a5510e5bf_389,CDS,210513,210998,+,CFT073,tilS,core,44
-6,lpxD,2b84de5415a5ca9477dbe99a5510e5bf_391,CDS,211002,212027,+,CFT073,tilS,core,44
-5,fabZ,2b84de5415a5ca9477dbe99a5510e5bf_393,CDS,212132,212587,+,CFT073,tilS,core,44
-4,lpxA,2b84de5415a5ca9477dbe99a5510e5bf_395,CDS,212591,213379,+,CFT073,tilS,core,44
-3,lpxB,2b84de5415a5ca9477dbe99a5510e5bf_397,CDS,213379,214527,+,CFT073,tilS,core,44
-2,rnhB,2b84de5415a5ca9477dbe99a5510e5bf_399,CDS,214524,215120,+,CFT073,tilS,core,44
-1,dnaE,2b84de5415a5ca9477dbe99a5510e5bf_401,CDS,215157,218639,+,CFT073,tilS,core,44
0,accA,2b84de5415a5ca9477dbe99a5510e5bf_403,CDS,218652,219611,+,CFT073,tilS,core,44
1,ldcC,2b84de5415a5ca9477dbe99a5510e5bf_405,CDS,219709,221850,+,CFT073,tilS,core,44
2,yaeR,2b84de5415a5ca9477dbe99a5510e5bf_407,CDS,221907,222296,+,CFT073,tilS,core,44
3,tilS,2b84de5415a5ca9477dbe99a5510e5bf_409,CDS,222361,223673,+,CFT073,tilS,unknown,
4,rof,2b84de5415a5ca9477dbe99a5510e5bf_411,CDS,223707,223967,-,CFT073,tilS,core,44
5,yaeP,2b84de5415a5ca9477dbe99a5510e5bf_413,CDS,223954,224154,-,CFT073,tilS,core,44
6,yaeQ,2b84de5415a5ca9477dbe99a5510e5bf_415,CDS,224320,224865,+,CFT073,tilS,core,44
7,arfB,2b84de5415a5ca9477dbe99a5510e5bf_417,CDS,224862,225284,+,CFT073,tilS,core,44
8,nlpE,2b84de5415a5ca9477dbe99a5510e5bf_419,CDS,225298,226008,+,CFT073,tilS,core,44
9,,2b84de5415a5ca9477dbe99a5510e5bf_421,CDS,226156,227499,-,CFT073,tilS,unknown,
-9,yjfF,ECOR53_00576,CDS,101923,102927,+,ECOR53_PROKKA,treC,core,44
-8,,ECOR53_00577,CDS,102954,103469,+,ECOR53_PROKKA,treC,non_core,1
-7,fbp,ECOR53_00578,CDS,103509,104507,-,ECOR53_PROKKA,treC,core,44
-6,mpl,ECOR53_00579,CDS,104683,106056,+,ECOR53_PROKKA,treC,core,44
-5,,ECOR53_00580,CDS,106236,106787,-,ECOR53_PROKKA,treC,core,44
-4,pmbA,ECOR53_00581,CDS,106881,108233,+,ECOR53_PROKKA,treC,core,44
-3,cybC,ECOR53_00582,CDS,108292,108678,+,ECOR53_PROKKA,treC,soft_core,43
-2,relB,ECOR53_00583,CDS,108868,109110,+,ECOR53_PROKKA,treC,non_core,7
-1,relE,ECOR53_00584,CDS,109141,109389,+,ECOR53_PROKKA,treC,non_core,1
0,nrdG,ECOR53_00585,CDS,109390,109854,-,ECOR53_PROKKA,treC,core,44
1,nrdD,ECOR53_00586,CDS,109939,112077,-,ECOR53_PROKKA,treC,core,44
2,treC,ECOR53_00587,CDS,112470,114125,-,ECOR53_PROKKA,treC,non_core,1
3,treB,ECOR53_00588,CDS,114175,115593,-,ECOR53_PROKKA,treC,core,44
4,treR,ECOR53_00589,CDS,115715,116662,-,ECOR53_PROKKA,treC,core,44
5,mgtA,ECOR53_00590,CDS,117032,119728,+,ECOR53_PROKKA,treC,core,44
6,,ECOR53_00591,CDS,119773,120228,-,ECOR53_PROKKA,treC,non_core,1
7,ridA,ECOR53_00592,CDS,120295,120681,-,ECOR53_PROKKA,treC,core,44
8,pyrI,ECOR53_00593,CDS,120754,121215,-,ECOR53_PROKKA,treC,core,44
9,pyrB,ECOR53_00594,CDS,121228,122163,-,ECOR53_PROKKA,treC,core,44
-9,ycjT,ECOR66_03247,CDS,319657,321924,+,ECOR66_PROKKA,wcaG,non_core,38
-8,ycjU,ECOR66_03248,CDS,321921,322580,+,ECOR66_PROKKA,wcaG,non_core,38
-7,msmX,ECOR66_03249,CDS,322594,323676,+,ECOR66_PROKKA,wcaG,non_core,36
-6,ompG,ECOR66_03250,CDS,323721,324626,+,ECOR66_PROKKA,wcaG,non_core,38
-5,ccpA,ECOR66_03251,CDS,324677,325675,-,ECOR66_PROKKA,wcaG,non_core,38
-4,ycjX,ECOR66_03252,CDS,325831,327228,+,ECOR66_PROKKA,wcaG,core,44
-3,,ECOR66_03253,CDS,327225,328286,+,ECOR66_PROKKA,wcaG,core,44
-2,tyrR,ECOR66_03254,CDS,328434,329975,+,ECOR66_PROKKA,wcaG,core,44
-1,tpx,ECOR66_03255,CDS,330019,330525,-,ECOR66_PROKKA,wcaG,core,44
0,ycjG,ECOR66_03256,CDS,330644,331609,+,ECOR66_PROKKA,wcaG,non_core,33
1,mpaA,ECOR66_03257,CDS,331584,332312,-,ECOR66_PROKKA,wcaG,non_core,32
2,,ECOR66_03258,CDS,332551,332673,-,ECOR66_PROKKA,wcaG,non_core,1
3,ycjY_2,ECOR66_03259,CDS,332744,333280,-,ECOR66_PROKKA,wcaG,non_core,41
4,mppA,ECOR66_03260,CDS,333822,335435,+,ECOR66_PROKKA,wcaG,core,44
5,ynaI,ECOR66_03261,CDS,335486,336517,-,ECOR66_PROKKA,wcaG,core,44
6,,ECOR66_03262,CDS,336761,337018,+,ECOR66_PROKKA,wcaG,core,44
7,uspE,ECOR66_03263,CDS,337068,338018,-,ECOR66_PROKKA,wcaG,core,44
8,fnr,ECOR66_03264,CDS,338170,338922,-,ECOR66_PROKKA,wcaG,core,44
9,ogt,ECOR66_03265,CDS,339117,339632,-,ECOR66_PROKKA,wcaG,core,44
-9,,NBLHDMPF_03223,CDS,3214109,3214531,+,KE4,ybaL,non_core,16
-8,,NBLHDMPF_03224,CDS,3214528,3214731,+,KE4,ybaL,non_core,16
-7,cueR,NBLHDMPF_03225,CDS,3214735,3215142,-,KE4,ybaL,core,44
-6,ybaT,NBLHDMPF_03226,CDS,3215267,3216559,-,KE4,ybaL,core,44
-5,glsA1,NBLHDMPF_03227,CDS,3216562,3217494,-,KE4,ybaL,core,44
-4,copA,NBLHDMPF_03228,CDS,3217756,3220260,+,KE4,ybaL,core,44
-3,,NBLHDMPF_03229,CDS,3220432,3221226,+,KE4,ybaL,core,44
-2,ybaK,NBLHDMPF_03231,CDS,3221430,3221909,+,KE4,ybaL,core,44
-1,ushA,NBLHDMPF_03232,CDS,3221946,3223598,-,KE4,ybaL,core,44
0,fsr,NBLHDMPF_03233,CDS,3223816,3225036,+,KE4,ybaL,core,44
1,ybaL,NBLHDMPF_03234,CDS,3225275,3226825,+,KE4,ybaL,non_core,1
2,gsk,NBLHDMPF_03236,CDS,3226955,3228259,-,KE4,ybaL,core,44
3,aes_2,NBLHDMPF_03237,CDS,3228411,3229379,+,KE4,ybaL,non_core,30
4,hemH,NBLHDMPF_03238,CDS,3229354,3230316,-,KE4,ybaL,core,44
5,adk,NBLHDMPF_03239,CDS,3230448,3231092,-,KE4,ybaL,core,44
6,htpG,NBLHDMPF_03240,CDS,3231273,3233147,-,KE4,ybaL,core,44
7,recR,NBLHDMPF_03241,CDS,3233257,3233862,-,KE4,ybaL,core,44
8,ybaB,NBLHDMPF_03242,CDS,3233862,3234191,-,KE4,ybaL,core,44
9,dnaX,NBLHDMPF_03243,CDS,3234244,3236175,-,KE4,ybaL,core,44
-9,allC,2b84de5415a5ca9477dbe99a5510e5bf_1151,CDS,615673,616908,-,CFT073,ybcI,soft_core,43
-8,allD,2b84de5415a5ca9477dbe99a5510e5bf_1153,CDS,616930,617979,-,CFT073,ybcI,core,44
-7,fdrA,2b84de5415a5ca9477dbe99a5510e5bf_1155,CDS,618296,619963,+,CFT073,ybcI,soft_core,43
-6,ylbE,2b84de5415a5ca9477dbe99a5510e5bf_1157,CDS,619973,621232,+,CFT073,ybcI,soft_core,43
-5,ylbF,2b84de5415a5ca9477dbe99a5510e5bf_1159,CDS,621243,622058,+,CFT073,ybcI,core,44
-4,ybcF,2b84de5415a5ca9477dbe99a5510e5bf_1161,CDS,622055,622948,+,CFT073,ybcI,core,44
-3,purK,2b84de5415a5ca9477dbe99a5510e5bf_1163,CDS,623081,624148,-,CFT073,ybcI,core,44
-2,purE,2b84de5415a5ca9477dbe99a5510e5bf_1165,CDS,624145,624654,-,CFT073,ybcI,core,44
-1,,2b84de5415a5ca9477dbe99a5510e5bf_1167,CDS,624750,625079,-,CFT073,ybcI,non_core,26
0,lpxH,2b84de5415a5ca9477dbe99a5510e5bf_1169,CDS,625190,625912,-,CFT073,ybcI,core,44
1,ppiB,2b84de5415a5ca9477dbe99a5510e5bf_1171,CDS,625915,626409,-,CFT073,ybcI,core,44
2,cysS,2b84de5415a5ca9477dbe99a5510e5bf_1173,CDS,626583,627968,+,CFT073,ybcI,core,44
3,ybcI,2b84de5415a5ca9477dbe99a5510e5bf_1175,CDS,628004,628525,-,CFT073,ybcI,unknown,
4,ybcJ,2b84de5415a5ca9477dbe99a5510e5bf_1177,CDS,628633,628845,-,CFT073,ybcI,core,44
5,folD,2b84de5415a5ca9477dbe99a5510e5bf_1179,CDS,628847,629713,-,CFT073,ybcI,core,44
6,,2b84de5415a5ca9477dbe99a5510e5bf_1181,CDS,629754,629951,+,CFT073,ybcI,non_core,1
7,,2b84de5415a5ca9477dbe99a5510e5bf_1186,CDS,630076,630677,-,CFT073,ybcI,unknown,
8,,2b84de5415a5ca9477dbe99a5510e5bf_1188,CDS,630684,631058,+,CFT073,ybcI,non_core,2
9,,2b84de5415a5ca9477dbe99a5510e5bf_1190,CDS,631113,631769,-,CFT073,ybcI,non_core,26
-9,ribA,DADKIG_12855,CDS,2570420,2571010,+,KE46,yciQ,core,44
-8,acnA,DADKIG_12860,CDS,2571074,2573749,-,KE46,yciQ,core,44
-7,ymiC,DADKIG_12870,CDS,2573913,2574008,-,KE46,yciQ,non_core,20
-6,ymiA,DADKIG_12875,CDS,2574122,2574289,-,KE46,yciQ,non_core,39
-5,ymiA,DADKIG_12880,CDS,2574292,2574420,-,KE46,yciQ,core,44
-4,cysB,DADKIG_12885,CDS,2574751,2575725,-,KE46,yciQ,core,44
-3,topA,DADKIG_12890,CDS,2575935,2578532,-,KE46,yciQ,core,44
-2,yciN,DADKIG_12895,CDS,2578912,2579163,+,KE46,yciQ,core,44
-1,sohB,DADKIG_12900,CDS,2579199,2580248,-,KE46,yciQ,core,44
0,yciK,DADKIG_12905,CDS,2580468,2581226,+,KE46,yciQ,core,44
1,cobO,DADKIG_12910,CDS,2581223,2581813,+,KE46,yciQ,core,44
2,rluB,DADKIG_12915,CDS,2581853,2582725,-,KE46,yciQ,core,44
3,yciO,DADKIG_12920,CDS,2582826,2583446,-,KE46,yciQ,core,44
4,yciV,DADKIG_12925,CDS,2583443,2584324,-,KE46,yciQ,core,44
5,trpL,DADKIG_12930,CDS,2584462,2584506,+,KE46,yciQ,non_core,13
6,trpE,DADKIG_12935,CDS,2584598,2586160,+,KE46,yciQ,core,44
7,trpD,DADKIG_12940,CDS,2586160,2587755,+,KE46,yciQ,core,44
8,trpF,DADKIG_12945,CDS,2587759,2589117,+,KE46,yciQ,core,44
9,trpB,DADKIG_12950,CDS,2589129,2590322,+,KE46,yciQ,core,44
-9,fdnI,NBLHDMPF_01976,CDS,2020128,2020781,-,KE4,yddH,core,44
-8,fdnH_2,NBLHDMPF_01977,CDS,2020774,2021658,-,KE4,yddH,core,44
-7,fdnG_1,NBLHDMPF_01978,CDS,2021671,2024082,-,KE4,yddH,non_core,31
-6,fdnG_2,NBLHDMPF_01980,CDS,2024131,2024718,-,KE4,yddH,non_core,31
-5,yddG,NBLHDMPF_01981,CDS,2025007,2025831,+,KE4,yddH,core,44
-4,narU,NBLHDMPF_01982,CDS,2026104,2027492,+,KE4,yddH,core,44
-3,narZ,NBLHDMPF_01983,CDS,2027587,2031327,+,KE4,yddH,core,44
-2,narY,NBLHDMPF_01984,CDS,2031324,2032868,+,KE4,yddH,core,44
-1,narW,NBLHDMPF_01985,CDS,2032868,2033563,+,KE4,yddH,core,44
0,narV,NBLHDMPF_01986,CDS,2033560,2034240,+,KE4,yddH,non_core,26
1,yddE,NBLHDMPF_01987,CDS,2034320,2035213,+,KE4,yddH,core,44
2,nhoA,NBLHDMPF_01988,CDS,2035309,2036154,-,KE4,yddH,soft_core,43
3,vgrG1_1,NBLHDMPF_01989,CDS,2036848,2038443,-,KE4,yddH,non_core,8
4,,NBLHDMPF_01990,CDS,2038462,2038746,-,KE4,yddH,non_core,21
5,,NBLHDMPF_01991,CDS,2039287,2039697,-,KE4,yddH,non_core,11
6,,NBLHDMPF_01992,CDS,2039711,2039887,-,KE4,yddH,non_core,19
7,ansP2,NBLHDMPF_01993,CDS,2040154,2041653,+,KE4,yddH,core,44
8,yncE_1,NBLHDMPF_01994,CDS,2041766,2042827,-,KE4,yddH,core,44
9,cntO_2,NBLHDMPF_01995,CDS,2043069,2045171,+,KE4,yddH,core,44
-9,ydeE,a99aee7d8774ee1318b35b64abeb3eab_3211,CDS,1623046,1624233,+,W3110,ydfJ,core,44
-8,mgtS,a99aee7d8774ee1318b35b64abeb3eab_3213,CDS,1624360,1624455,+,W3110,ydfJ,soft_core,42
-7,mgtT,a99aee7d8774ee1318b35b64abeb3eab_3215,CDS,1624455,1624559,+,W3110,ydfJ,non_core,4
-6,dgcZ,a99aee7d8774ee1318b35b64abeb3eab_3217,CDS,1624674,1625564,-,W3110,ydfJ,non_core,35
-5,ydeI,a99aee7d8774ee1318b35b64abeb3eab_3219,CDS,1625819,1626211,-,W3110,ydfJ,non_core,18
-4,ydeJ,a99aee7d8774ee1318b35b64abeb3eab_3221,CDS,1626487,1627005,+,W3110,ydfJ,non_core,10
-3,dcp,a99aee7d8774ee1318b35b64abeb3eab_3223,CDS,1627049,1629094,-,W3110,ydfJ,core,44
-2,ydfG,a99aee7d8774ee1318b35b64abeb3eab_3225,CDS,1629231,1629977,+,W3110,ydfJ,core,44
-1,ydfH,a99aee7d8774ee1318b35b64abeb3eab_3227,CDS,1630066,1630752,+,W3110,ydfJ,core,44
0,ydfZ,a99aee7d8774ee1318b35b64abeb3eab_3229,CDS,1630929,1631132,+,W3110,ydfJ,core,44
1,ydfI,a99aee7d8774ee1318b35b64abeb3eab_3231,CDS,1631167,1632627,-,W3110,ydfJ,core,44
2,ydfJ,a99aee7d8774ee1318b35b64abeb3eab_3233,CDS,1632716,1634083,-,W3110,ydfJ,unknown,
3,,a99aee7d8774ee1318b35b64abeb3eab_3235,CDS,1634604,1634717,+,W3110,ydfJ,non_core,2
4,ydfK,a99aee7d8774ee1318b35b64abeb3eab_3237,CDS,1634786,1635019,+,W3110,ydfJ,non_core,22
5,pinQ,a99aee7d8774ee1318b35b64abeb3eab_3239,CDS,1635336,1635926,+,W3110,ydfJ,non_core,20
6,tfaQ,a99aee7d8774ee1318b35b64abeb3eab_3241,CDS,1636024,1636599,-,W3110,ydfJ,non_core,7
7,stfQ,a99aee7d8774ee1318b35b64abeb3eab_3243,CDS,1636599,1637561,-,W3110,ydfJ,non_core,12
8,nohA,a99aee7d8774ee1318b35b64abeb3eab_3245,CDS,1637512,1638081,-,W3110,ydfJ,non_core,6
9,ynfO,a99aee7d8774ee1318b35b64abeb3eab_3247,CDS,1638470,1638703,+,W3110,ydfJ,non_core,4
-9,purR_2,ECOR50_01574,CDS,279849,280874,-,ECOR50_PROKKA,ydhL,core,44
-8,ynhF,ECOR50_01575,CDS,281173,281262,+,ECOR50_PROKKA,ydhL,core,44
-7,ydhP,ECOR50_01576,CDS,281428,282597,+,ECOR50_PROKKA,ydhL,core,44
-6,sodB,ECOR50_01577,CDS,282743,283324,-,ECOR50_PROKKA,ydhL,core,44
-5,mepH,ECOR50_01578,CDS,283452,284279,-,ECOR50_PROKKA,ydhL,core,44
-4,grxD,ECOR50_01579,CDS,284614,284961,+,ECOR50_PROKKA,ydhL,core,44
-3,srmB_1,ECOR50_01580,CDS,285012,289628,-,ECOR50_PROKKA,ydhL,non_core,20
-2,rnt,ECOR50_01581,CDS,289721,290368,-,ECOR50_PROKKA,ydhL,core,44
-1,gloA,ECOR50_01582,CDS,290471,290878,-,ECOR50_PROKKA,ydhL,core,44
0,nemA,ECOR50_01583,CDS,290959,292056,-,ECOR50_PROKKA,ydhL,core,44
1,nemR,ECOR50_01584,CDS,292093,292692,-,ECOR50_PROKKA,ydhL,core,44
2,ydhF,ECOR50_01585,CDS,293083,293979,+,ECOR50_PROKKA,ydhL,core,44
3,sodC,ECOR50_01586,CDS,294060,294581,+,ECOR50_PROKKA,ydhL,core,44
4,aaeB_2,ECOR50_01587,CDS,294582,296594,-,ECOR50_PROKKA,ydhL,core,44
5,aaeA_2,ECOR50_01588,CDS,296594,297451,-,ECOR50_PROKKA,ydhL,core,44
6,,ECOR50_01589,CDS,297454,297690,-,ECOR50_PROKKA,ydhL,core,44
