position,gene,ID,type,start,end,strand,strain,central_gene
-8,nagR,ECOR47_01522,CDS,597791,598537,-,ECOR47_PROKKA,yehC
-7,nan,ECOR47_01523,CDS,598589,599407,-,ECOR47_PROKKA,yehC
-6,thiD,ECOR47_01524,CDS,599472,600272,-,ECOR47_PROKKA,yehC
-5,thiM,ECOR47_01525,CDS,600269,601057,-,ECOR47_PROKKA,yehC
-4,rcnR,ECOR47_01526,CDS,601280,601552,-,ECOR47_PROKKA,yehC
-3,rcnA,ECOR47_01527,CDS,601673,602497,+,ECOR47_PROKKA,yehC
-2,rcnB,ECOR47_01528,CDS,602716,603054,+,ECOR47_PROKKA,yehC
-1,yehA,ECOR47_01529,CDS,603136,604170,-,ECOR47_PROKKA,yehC
1,yehB_1,ECOR47_01530,CDS,604186,606666,-,ECOR47_PROKKA,yehC
2,yehC_1,ECOR47_01531,CDS,606682,607356,-,ECOR47_PROKKA,yehC
3,yehD_1,ECOR47_01532,CDS,607437,607979,-,ECOR47_PROKKA,yehC
4,nan,ECOR47_01533,CDS,608274,608555,-,ECOR47_PROKKA,yehC
5,apbC,ECOR47_01534,CDS,608818,609927,-,ECOR47_PROKKA,yehC
6,metG,ECOR47_01535,CDS,610059,612092,+,ECOR47_PROKKA,yehC
7,nan,ECOR47_01536,CDS,612233,616030,+,ECOR47_PROKKA,yehC
8,nan,ECOR47_01537,CDS,616043,619804,+,ECOR47_PROKKA,yehC
9,nan,ECOR47_01538,CDS,619814,623446,+,ECOR47_PROKKA,yehC
10,nan,ECOR47_01539,CDS,623507,623812,+,ECOR47_PROKKA,yehC
-9,yqcE,ECOR47_02736,CDS,575059,576336,-,ECOR47_PROKKA,ygcN
-8,kduD_2,ECOR47_02737,CDS,576655,577440,+,ECOR47_PROKKA,ygcN
-7,nan,ECOR47_02738,CDS,577510,578964,+,ECOR47_PROKKA,ygcN
-6,ygcS_1,ECOR47_02739,CDS,578986,580395,+,ECOR47_PROKKA,ygcN
-5,fixA_2,ECOR47_02740,CDS,580373,581152,+,ECOR47_PROKKA,ygcN
-4,fixB_2,ECOR47_02741,CDS,581149,582009,+,ECOR47_PROKKA,ygcN
-3,ygcP,ECOR47_02742,CDS,582156,582731,-,ECOR47_PROKKA,ygcN
-2,fixX_2,ECOR47_02743,CDS,582748,583008,-,ECOR47_PROKKA,ygcN
-1,nan,ECOR47_02744,CDS,582999,584270,-,ECOR47_PROKKA,ygcN
1,queD,ECOR47_02745,CDS,584348,584713,-,ECOR47_PROKKA,ygcN
2,cysJ,ECOR47_02746,CDS,585029,586828,+,ECOR47_PROKKA,ygcN
3,cysI,ECOR47_02747,CDS,586828,588540,+,ECOR47_PROKKA,ygcN
4,cysH_1,ECOR47_02748,CDS,588614,589348,+,ECOR47_PROKKA,ygcN
5,hokE,ECOR47_02749,CDS,589613,589765,+,ECOR47_PROKKA,ygcN
6,ygcB,ECOR47_02750,CDS,589960,592659,+,ECOR47_PROKKA,ygcN
7,casA,ECOR47_02751,CDS,592757,594319,+,ECOR47_PROKKA,ygcN
8,nan,ECOR47_02752,CDS,594316,594852,+,ECOR47_PROKKA,ygcN
9,casC,ECOR47_02753,CDS,594867,595922,+,ECOR47_PROKKA,ygcN
10,nan,ECOR47_02754,CDS,595933,596679,+,ECOR47_PROKKA,ygcN
-9,nan,ECOR47_02732,CDS,569645,570538,-,ECOR47_PROKKA,ygcP
-8,lemA,ECOR47_02733,CDS,570552,571154,-,ECOR47_PROKKA,ygcP
-7,queE,ECOR47_02734,CDS,571327,571998,+,ECOR47_PROKKA,ygcP
-6,lsrK_2,ECOR47_02735,CDS,573554,575032,-,ECOR47_PROKKA,ygcP
-5,yqcE,ECOR47_02736,CDS,575059,576336,-,ECOR47_PROKKA,ygcP
-4,kduD_2,ECOR47_02737,CDS,576655,577440,+,ECOR47_PROKKA,ygcP
-3,nan,ECOR47_02738,CDS,577510,578964,+,ECOR47_PROKKA,ygcP
-2,ygcS_1,ECOR47_02739,CDS,578986,580395,+,ECOR47_PROKKA,ygcP
-1,fixA_2,ECOR47_02740,CDS,580373,581152,+,ECOR47_PROKKA,ygcP
1,fixB_2,ECOR47_02741,CDS,581149,582009,+,ECOR47_PROKKA,ygcP
2,ygcP,ECOR47_02742,CDS,582156,582731,-,ECOR47_PROKKA,ygcP
3,fixX_2,ECOR47_02743,CDS,582748,583008,-,ECOR47_PROKKA,ygcP
4,nan,ECOR47_02744,CDS,582999,584270,-,ECOR47_PROKKA,ygcP
5,queD,ECOR47_02745,CDS,584348,584713,-,ECOR47_PROKKA,ygcP
6,cysJ,ECOR47_02746,CDS,585029,586828,+,ECOR47_PROKKA,ygcP
7,cysI,ECOR47_02747,CDS,586828,588540,+,ECOR47_PROKKA,ygcP
8,cysH_1,ECOR47_02748,CDS,588614,589348,+,ECOR47_PROKKA,ygcP
9,hokE,ECOR47_02749,CDS,589613,589765,+,ECOR47_PROKKA,ygcP
10,ygcB,ECOR47_02750,CDS,589960,592659,+,ECOR47_PROKKA,ygcP
-9,pyrG,ECOR47_02728,CDS,564489,566126,+,ECOR47_PROKKA,ygcS_2
-8,eno,ECOR47_02729,CDS,566213,567511,+,ECOR47_PROKKA,ygcS_2
-7,nan,ECOR47_02730,CDS,567571,568485,-,ECOR47_PROKKA,ygcS_2
-6,nan,ECOR47_02731,CDS,568482,569630,-,ECOR47_PROKKA,ygcS_2
-5,nan,ECOR47_02732,CDS,569645,570538,-,ECOR47_PROKKA,ygcS_2
-4,lemA,ECOR47_02733,CDS,570552,571154,-,ECOR47_PROKKA,ygcS_2
-3,queE,ECOR47_02734,CDS,571327,571998,+,ECOR47_PROKKA,ygcS_2
-2,lsrK_2,ECOR47_02735,CDS,573554,575032,-,ECOR47_PROKKA,ygcS_2
-1,yqcE,ECOR47_02736,CDS,575059,576336,-,ECOR47_PROKKA,ygcS_2
1,kduD_2,ECOR47_02737,CDS,576655,577440,+,ECOR47_PROKKA,ygcS_2
2,nan,ECOR47_02738,CDS,577510,578964,+,ECOR47_PROKKA,ygcS_2
3,ygcS_1,ECOR47_02739,CDS,578986,580395,+,ECOR47_PROKKA,ygcS_2
4,fixA_2,ECOR47_02740,CDS,580373,581152,+,ECOR47_PROKKA,ygcS_2
5,fixB_2,ECOR47_02741,CDS,581149,582009,+,ECOR47_PROKKA,ygcS_2
6,ygcP,ECOR47_02742,CDS,582156,582731,-,ECOR47_PROKKA,ygcS_2
7,fixX_2,ECOR47_02743,CDS,582748,583008,-,ECOR47_PROKKA,ygcS_2
8,nan,ECOR47_02744,CDS,582999,584270,-,ECOR47_PROKKA,ygcS_2
9,queD,ECOR47_02745,CDS,584348,584713,-,ECOR47_PROKKA,ygcS_2
10,cysJ,ECOR47_02746,CDS,585029,586828,+,ECOR47_PROKKA,ygcS_2
-9,nan,ECOR47_02730,CDS,567571,568485,-,ECOR47_PROKKA,ygcU
-8,nan,ECOR47_02731,CDS,568482,569630,-,ECOR47_PROKKA,ygcU
-7,nan,ECOR47_02732,CDS,569645,570538,-,ECOR47_PROKKA,ygcU
-6,lemA,ECOR47_02733,CDS,570552,571154,-,ECOR47_PROKKA,ygcU
-5,queE,ECOR47_02734,CDS,571327,571998,+,ECOR47_PROKKA,ygcU
-4,lsrK_2,ECOR47_02735,CDS,573554,575032,-,ECOR47_PROKKA,ygcU
-3,yqcE,ECOR47_02736,CDS,575059,576336,-,ECOR47_PROKKA,ygcU
-2,kduD_2,ECOR47_02737,CDS,576655,577440,+,ECOR47_PROKKA,ygcU
-1,nan,ECOR47_02738,CDS,577510,578964,+,ECOR47_PROKKA,ygcU
1,ygcS_1,ECOR47_02739,CDS,578986,580395,+,ECOR47_PROKKA,ygcU
2,fixA_2,ECOR47_02740,CDS,580373,581152,+,ECOR47_PROKKA,ygcU
3,fixB_2,ECOR47_02741,CDS,581149,582009,+,ECOR47_PROKKA,ygcU
4,ygcP,ECOR47_02742,CDS,582156,582731,-,ECOR47_PROKKA,ygcU
5,fixX_2,ECOR47_02743,CDS,582748,583008,-,ECOR47_PROKKA,ygcU
6,nan,ECOR47_02744,CDS,582999,584270,-,ECOR47_PROKKA,ygcU
7,queD,ECOR47_02745,CDS,584348,584713,-,ECOR47_PROKKA,ygcU
8,cysJ,ECOR47_02746,CDS,585029,586828,+,ECOR47_PROKKA,ygcU
9,cysI,ECOR47_02747,CDS,586828,588540,+,ECOR47_PROKKA,ygcU
10,cysH_1,ECOR47_02748,CDS,588614,589348,+,ECOR47_PROKKA,ygcU
-9,nan,ECOR47_02730,CDS,567571,568485,-,ECOR47_PROKKA,ygcW
-8,nan,ECOR47_02731,CDS,568482,569630,-,ECOR47_PROKKA,ygcW
-7,nan,ECOR47_02732,CDS,569645,570538,-,ECOR47_PROKKA,ygcW
-6,lemA,ECOR47_02733,CDS,570552,571154,-,ECOR47_PROKKA,ygcW
-5,queE,ECOR47_02734,CDS,571327,571998,+,ECOR47_PROKKA,ygcW
-4,lsrK_2,ECOR47_02735,CDS,573554,575032,-,ECOR47_PROKKA,ygcW
-3,yqcE,ECOR47_02736,CDS,575059,576336,-,ECOR47_PROKKA,ygcW
-2,kduD_2,ECOR47_02737,CDS,576655,577440,+,ECOR47_PROKKA,ygcW
-1,nan,ECOR47_02738,CDS,577510,578964,+,ECOR47_PROKKA,ygcW
1,ygcS_1,ECOR47_02739,CDS,578986,580395,+,ECOR47_PROKKA,ygcW
2,fixA_2,ECOR47_02740,CDS,580373,581152,+,ECOR47_PROKKA,ygcW
3,fixB_2,ECOR47_02741,CDS,581149,582009,+,ECOR47_PROKKA,ygcW
4,ygcP,ECOR47_02742,CDS,582156,582731,-,ECOR47_PROKKA,ygcW
5,fixX_2,ECOR47_02743,CDS,582748,583008,-,ECOR47_PROKKA,ygcW
6,nan,ECOR47_02744,CDS,582999,584270,-,ECOR47_PROKKA,ygcW
7,queD,ECOR47_02745,CDS,584348,584713,-,ECOR47_PROKKA,ygcW
8,cysJ,ECOR47_02746,CDS,585029,586828,+,ECOR47_PROKKA,ygcW
9,cysI,ECOR47_02747,CDS,586828,588540,+,ECOR47_PROKKA,ygcW
10,cysH_1,ECOR47_02748,CDS,588614,589348,+,ECOR47_PROKKA,ygcW
-9,dacB,ECOR47_02286,CDS,86513,87946,-,ECOR47_PROKKA,yhbX
-8,greA,ECOR47_02287,CDS,88194,88670,+,ECOR47_PROKKA,yhbX
-7,yhbY,ECOR47_02288,CDS,88826,89119,-,ECOR47_PROKKA,yhbX
-6,rlmE,ECOR47_02289,CDS,89245,89874,+,ECOR47_PROKKA,yhbX
-5,ftsH,ECOR47_02290,CDS,89965,91908,+,ECOR47_PROKKA,yhbX
-4,folP,ECOR47_02291,CDS,91998,92846,+,ECOR47_PROKKA,yhbX
-3,glmM_2,ECOR47_02292,CDS,92839,94176,+,ECOR47_PROKKA,yhbX
-2,secG,ECOR47_02293,CDS,94404,94736,+,ECOR47_PROKKA,yhbX
-1,nan,ECOR47_02295,CDS,94912,95865,-,ECOR47_PROKKA,yhbX
1,argG,ECOR47_02296,CDS,96047,97390,-,ECOR47_PROKKA,yhbX
2,rimP,ECOR47_02298,CDS,98021,98473,+,ECOR47_PROKKA,yhbX
3,nusA,ECOR47_02299,CDS,98501,99988,+,ECOR47_PROKKA,yhbX
4,infB,ECOR47_02300,CDS,100013,102685,+,ECOR47_PROKKA,yhbX
5,rbfA,ECOR47_02301,CDS,102849,103250,+,ECOR47_PROKKA,yhbX
6,truB,ECOR47_02302,CDS,103250,104194,+,ECOR47_PROKKA,yhbX
7,rpsO,ECOR47_02303,CDS,104343,104612,+,ECOR47_PROKKA,yhbX
8,pnp,ECOR47_02304,CDS,104828,106993,+,ECOR47_PROKKA,yhbX
9,nlpI,ECOR47_02305,CDS,107102,107986,+,ECOR47_PROKKA,yhbX
10,deaD,ECOR47_02306,CDS,108166,110055,+,ECOR47_PROKKA,yhbX
-9,clpX,ECOR47_00290,CDS,103094,104368,+,ECOR47_PROKKA,yheI
-8,lon_1,ECOR47_00291,CDS,104556,106910,+,ECOR47_PROKKA,yheI
-7,hupB,ECOR47_00292,CDS,107119,107391,+,ECOR47_PROKKA,yheI
-6,ppiD,ECOR47_00293,CDS,107583,109454,+,ECOR47_PROKKA,yheI
-5,nan,ECOR47_00294,CDS,109605,109976,+,ECOR47_PROKKA,yheI
-4,fadM,ECOR47_00295,CDS,110070,110468,+,ECOR47_PROKKA,yheI
-3,queC,ECOR47_00296,CDS,110520,111215,-,ECOR47_PROKKA,yheI
-2,sgrR_1,ECOR47_00297,CDS,111280,112980,-,ECOR47_PROKKA,yheI
-1,cof,ECOR47_00298,CDS,113080,113898,+,ECOR47_PROKKA,yheI
1,decR,ECOR47_00299,CDS,114051,114509,+,ECOR47_PROKKA,yheI
2,yheI,ECOR47_00300,CDS,114539,116311,+,ECOR47_PROKKA,yheI
3,mdlB,ECOR47_00301,CDS,116304,118085,+,ECOR47_PROKKA,yheI
4,glnK,ECOR47_00302,CDS,118266,118604,+,ECOR47_PROKKA,yheI
5,amtB,ECOR47_00303,CDS,118634,119920,+,ECOR47_PROKKA,yheI
6,murI,ECOR47_00304,CDS,122,979,-,ECOR47_PROKKA,yheI
7,btuB,ECOR47_00305,CDS,924,2768,-,ECOR47_PROKKA,yheI
8,trmA,ECOR47_00306,CDS,3137,4237,+,ECOR47_PROKKA,yheI
9,yijD,ECOR47_00307,CDS,4277,4636,-,ECOR47_PROKKA,yheI
10,fabR,ECOR47_00308,CDS,4636,5340,-,ECOR47_PROKKA,yheI
-9,iscX,KE48_01503,CDS,1636738,1636938,-,KE48_PROKKA,yhfR
-8,fdx,KE48_01504,CDS,1636950,1637285,-,KE48_PROKKA,yhfR
-7,hscA,KE48_01505,CDS,1637287,1639137,-,KE48_PROKKA,yhfR
-6,hscB,KE48_01506,CDS,1639154,1639669,-,KE48_PROKKA,yhfR
-5,iscA,KE48_01507,CDS,1639765,1640088,-,KE48_PROKKA,yhfR
-4,iscU,KE48_01508,CDS,1640105,1640491,-,KE48_PROKKA,yhfR
-3,iscS,KE48_01509,CDS,1640519,1641733,-,KE48_PROKKA,yhfR
-2,iscR,KE48_01510,CDS,1641845,1642333,-,KE48_PROKKA,yhfR
-1,trmJ,KE48_01511,CDS,1642604,1643344,-,KE48_PROKKA,yhfR
1,suhB,KE48_01512,CDS,1643463,1644266,+,KE48_PROKKA,yhfR
2,nan,KE48_01513,CDS,1644411,1645199,+,KE48_PROKKA,yhfR
3,nan,KE48_01514,CDS,1645390,1646670,+,KE48_PROKKA,yhfR
4,hcaT,KE48_01515,CDS,1646662,1647801,-,KE48_PROKKA,yhfR
5,yphA,KE48_01516,CDS,1648170,1648592,+,KE48_PROKKA,yhfR
6,yphB_1,KE48_01517,CDS,1648752,1649624,-,KE48_PROKKA,yhfR
7,gutB,KE48_01518,CDS,1649636,1650697,-,KE48_PROKKA,yhfR
8,rbsC_1,KE48_01519,CDS,1650763,1651761,-,KE48_PROKKA,yhfR
9,mglA_2,KE48_01520,CDS,1651786,1653297,-,KE48_PROKKA,yhfR
10,yphF,KE48_01521,CDS,1653320,1654303,-,KE48_PROKKA,yhfR
-9,hscB,ECOR47_00730,CDS,39832,40347,-,ECOR47_PROKKA,yhfR
-8,iscA,ECOR47_00731,CDS,40443,40766,-,ECOR47_PROKKA,yhfR
-7,iscU,ECOR47_00732,CDS,40783,41169,-,ECOR47_PROKKA,yhfR
-6,iscS,ECOR47_00733,CDS,41197,42411,-,ECOR47_PROKKA,yhfR
-5,iscR,ECOR47_00734,CDS,42523,43011,-,ECOR47_PROKKA,yhfR
-4,trmJ,ECOR47_00735,CDS,43281,44021,-,ECOR47_PROKKA,yhfR
-3,suhB,ECOR47_00736,CDS,44140,44943,+,ECOR47_PROKKA,yhfR
-2,nan,ECOR47_00737,CDS,45088,45942,+,ECOR47_PROKKA,yhfR
-1,nan,ECOR47_00738,CDS,46133,47413,+,ECOR47_PROKKA,yhfR
1,hcaT,ECOR47_00739,CDS,47405,48544,-,ECOR47_PROKKA,yhfR
2,hcaR_1,ECOR47_00740,CDS,48704,49594,-,ECOR47_PROKKA,yhfR
3,hcaE,ECOR47_00741,CDS,49730,51091,+,ECOR47_PROKKA,yhfR
4,hcaF,ECOR47_00742,CDS,51088,51606,+,ECOR47_PROKKA,yhfR
5,hcaC,ECOR47_00743,CDS,51606,51926,+,ECOR47_PROKKA,yhfR
6,hcaB,ECOR47_00744,CDS,51923,52735,+,ECOR47_PROKKA,yhfR
7,hcaD,ECOR47_00745,CDS,52745,53947,+,ECOR47_PROKKA,yhfR
8,yphA,ECOR47_00746,CDS,54044,54466,+,ECOR47_PROKKA,yhfR
9,yphB,ECOR47_00747,CDS,54513,55385,-,ECOR47_PROKKA,yhfR
10,gutB,ECOR47_00748,CDS,55397,56458,-,ECOR47_PROKKA,yhfR
-9,nan,ECOR47_01709,CDS,44201,45025,+,ECOR47_PROKKA,yiaA
-8,xylR,ECOR47_01710,CDS,45133,46311,-,ECOR47_PROKKA,yiaA
-7,xylH,ECOR47_01711,CDS,46389,47570,-,ECOR47_PROKKA,yiaA
-6,xylG,ECOR47_01712,CDS,47548,49089,-,ECOR47_PROKKA,yiaA
-5,xylF,ECOR47_01713,CDS,49167,50159,-,ECOR47_PROKKA,yiaA
-4,xylA,ECOR47_01714,CDS,50525,51847,+,ECOR47_PROKKA,yiaA
-3,xylB_1,ECOR47_01715,CDS,51919,53373,+,ECOR47_PROKKA,yiaA
-2,yiaB,ECOR47_01716,CDS,53542,53883,+,ECOR47_PROKKA,yiaA
-1,yiaA,ECOR47_01717,CDS,53928,54365,+,ECOR47_PROKKA,yiaA
1,wecH,ECOR47_01718,CDS,54407,55402,-,ECOR47_PROKKA,yiaA
2,nan,ECOR47_01719,CDS,55577,55885,+,ECOR47_PROKKA,yiaA
3,glyQ,ECOR47_01720,CDS,55980,56891,+,ECOR47_PROKKA,yiaA
4,glyS,ECOR47_01721,CDS,56901,58970,+,ECOR47_PROKKA,yiaA
5,nan,ECOR47_01722,CDS,59232,59444,+,ECOR47_PROKKA,yiaA
6,cspA,ECOR47_01723,CDS,59632,59844,-,ECOR47_PROKKA,yiaA
7,nan,ECOR47_01724,CDS,60125,60415,-,ECOR47_PROKKA,yiaA
8,nan,ECOR47_01725,CDS,60849,61559,+,ECOR47_PROKKA,yiaA
9,ghrB,ECOR47_01726,CDS,61609,62583,-,ECOR47_PROKKA,yiaA
10,yiaD,ECOR47_01727,CDS,62687,63346,-,ECOR47_PROKKA,yiaA
-9,sadB,ECOR47_01678,CDS,10184,10867,-,ECOR47_PROKKA,yibF
-8,yibL,ECOR47_01679,CDS,11428,11790,-,ECOR47_PROKKA,yibF
-7,nan,ECOR47_01680,CDS,12074,12283,+,ECOR47_PROKKA,yibF
-6,mtlR,ECOR47_01681,CDS,12295,12882,-,ECOR47_PROKKA,yibF
-5,mtlD,ECOR47_01682,CDS,12882,14030,-,ECOR47_PROKKA,yibF
-4,mtlA_1,ECOR47_01683,CDS,14259,16172,-,ECOR47_PROKKA,yibF
-3,yiaW,ECOR47_01684,CDS,16709,17071,+,ECOR47_PROKKA,yibF
-2,yibH,ECOR47_01685,CDS,17074,18210,+,ECOR47_PROKKA,yibF
-1,yibF,ECOR47_01686,CDS,18281,18889,+,ECOR47_PROKKA,yibF
1,selA,ECOR47_01687,CDS,18987,20378,+,ECOR47_PROKKA,yibF
2,selB,ECOR47_01688,CDS,20375,22219,+,ECOR47_PROKKA,yibF
3,adhB,ECOR47_01689,CDS,22409,23560,+,ECOR47_PROKKA,yibF
4,aldB,ECOR47_01690,CDS,23761,25299,+,ECOR47_PROKKA,yibF
5,nan,ECOR47_01691,CDS,25577,25762,+,ECOR47_PROKKA,yibF
6,nan,ECOR47_01692,CDS,25779,26189,+,ECOR47_PROKKA,yibF
7,hypBA1,ECOR47_01693,CDS,26261,28225,-,ECOR47_PROKKA,yibF
8,yicJ_1,ECOR47_01694,CDS,28236,29636,-,ECOR47_PROKKA,yibF
9,rhaR_6,ECOR47_01695,CDS,29862,30677,+,ECOR47_PROKKA,yibF
10,sgbE,ECOR47_01696,CDS,30709,31404,-,ECOR47_PROKKA,yibF
-9,mtlA,nan,CDS,850061,851974,-,KE41,yibF
-8,yibI,nan,CDS,852511,852873,+,KE41,yibF
-7,yibH,nan,CDS,852876,854012,+,KE41,yibF
-6,fanR,nan,CDS,854156,854986,-,KE41,yibF
-5,nan,nan,CDS,855157,855678,-,KE41,yibF
-4,nan,nan,CDS,856700,857254,+,KE41,yibF
-3,nan,nan,CDS,857337,857996,+,KE41,yibF
-2,nan,nan,CDS,857993,860485,+,KE41,yibF
-1,nan,nan,CDS,860605,864258,+,KE41,yibF
1,selA,nan,CDS,864396,865787,+,KE41,yibF
2,selB,nan,CDS,865784,867628,+,KE41,yibF
3,yiaY,nan,CDS,867819,868970,+,KE41,yibF
4,nan,nan,CDS,869100,870395,+,KE41,yibF
5,aldB,nan,CDS,870503,872041,+,KE41,yibF
6,araD,nan,CDS,872088,872783,-,KE41,yibF
7,sgbU,nan,CDS,872777,873637,-,KE41,yibF
8,ulaD,nan,CDS,873630,874292,-,KE41,yibF
9,lyxK,nan,CDS,874289,875785,-,KE41,yibF
10,yiaO,nan,CDS,875789,876775,-,KE41,yibF
-9,cbrA,ECOR47_00466,CDS,74217,75317,-,ECOR47_PROKKA,yidK
-8,nan,ECOR47_00467,CDS,75418,76632,+,ECOR47_PROKKA,yidK
-7,nan,ECOR47_00468,CDS,76634,76894,-,ECOR47_PROKKA,yidK
-6,ibpA,ECOR47_00469,CDS,77272,77685,+,ECOR47_PROKKA,yidK
-5,ibpB,ECOR47_00470,CDS,77797,78225,+,ECOR47_PROKKA,yidK
-4,aspT_1,ECOR47_00471,CDS,78421,80082,+,ECOR47_PROKKA,yidK
-3,mngR_1,ECOR47_00472,CDS,80079,80795,-,ECOR47_PROKKA,yidK
-2,nan,ECOR47_00473,CDS,81091,82707,+,ECOR47_PROKKA,yidK
-1,aglB,ECOR47_00474,CDS,82707,84029,+,ECOR47_PROKKA,yidK
1,rhaR_4,ECOR47_00475,CDS,84026,84919,-,ECOR47_PROKKA,yidK
2,yidK,ECOR47_00476,CDS,85086,86801,+,ECOR47_PROKKA,yidK
3,nan,ECOR47_00477,CDS,86798,88291,+,ECOR47_PROKKA,yidK
4,yidI,ECOR47_00478,CDS,88338,88787,-,ECOR47_PROKKA,yidK
5,yidH,ECOR47_00479,CDS,88895,89242,+,ECOR47_PROKKA,yidK
6,yidG,ECOR47_00480,CDS,89232,89594,+,ECOR47_PROKKA,yidK
7,nan,ECOR47_00481,CDS,89591,90088,+,ECOR47_PROKKA,yidK
8,emrD,ECOR47_00482,CDS,90096,91280,-,ECOR47_PROKKA,yidK
9,tisB,ECOR47_00483,CDS,91560,91649,-,ECOR47_PROKKA,yidK
10,ilvB,ECOR47_00484,CDS,92418,94106,+,ECOR47_PROKKA,yidK
-9,nan,ECOR47_00467,CDS,75418,76632,+,ECOR47_PROKKA,yidL
-8,nan,ECOR47_00468,CDS,76634,76894,-,ECOR47_PROKKA,yidL
-7,ibpA,ECOR47_00469,CDS,77272,77685,+,ECOR47_PROKKA,yidL
-6,ibpB,ECOR47_00470,CDS,77797,78225,+,ECOR47_PROKKA,yidL
-5,aspT_1,ECOR47_00471,CDS,78421,80082,+,ECOR47_PROKKA,yidL
-4,mngR_1,ECOR47_00472,CDS,80079,80795,-,ECOR47_PROKKA,yidL
-3,nan,ECOR47_00473,CDS,81091,82707,+,ECOR47_PROKKA,yidL
-2,aglB,ECOR47_00474,CDS,82707,84029,+,ECOR47_PROKKA,yidL
-1,rhaR_4,ECOR47_00475,CDS,84026,84919,-,ECOR47_PROKKA,yidL
1,yidK,ECOR47_00476,CDS,85086,86801,+,ECOR47_PROKKA,yidL
2,nan,ECOR47_00477,CDS,86798,88291,+,ECOR47_PROKKA,yidL
3,yidI,ECOR47_00478,CDS,88338,88787,-,ECOR47_PROKKA,yidL
4,yidH,ECOR47_00479,CDS,88895,89242,+,ECOR47_PROKKA,yidL
5,yidG,ECOR47_00480,CDS,89232,89594,+,ECOR47_PROKKA,yidL
6,nan,ECOR47_00481,CDS,89591,90088,+,ECOR47_PROKKA,yidL
7,emrD,ECOR47_00482,CDS,90096,91280,-,ECOR47_PROKKA,yidL
8,tisB,ECOR47_00483,CDS,91560,91649,-,ECOR47_PROKKA,yidL
9,ilvB,ECOR47_00484,CDS,92418,94106,+,ECOR47_PROKKA,yidL
10,ilvN,ECOR47_00485,CDS,94110,94400,+,ECOR47_PROKKA,yidL
-9,rhtC,nan,CDS,4744486,4745106,-,KE55,yigE
-8,recQ,nan,CDS,4745170,4747005,-,KE55,yigE
-7,pldA,nan,CDS,4747132,4748001,-,KE55,yigE
-6,yigI,nan,CDS,4748166,4748633,+,KE55,yigE
-5,rarD,nan,CDS,4748685,4749575,+,KE55,yigE
-4,nan,nan,CDS,4749886,4750734,+,KE55,yigE
-3,nan,nan,CDS,4750731,4751222,+,KE55,yigE
-2,corA,nan,CDS,4751264,4752214,-,KE55,yigE
-1,yigE,nan,CDS,4752584,4753348,+,KE55,yigE
1,uvrD,nan,CDS,4753475,4755637,-,KE55,yigE
2,yigB,nan,CDS,4755721,4756437,-,KE55,yigE
3,xerC,nan,CDS,4756437,4757333,-,KE55,yigE
4,yigA,nan,CDS,4757330,4758037,-,KE55,yigE
5,dapF,nan,CDS,4758034,4758858,-,KE55,yigE
6,yifL,nan,CDS,4758895,4759098,-,KE55,yigE
7,cyaY,nan,CDS,4759564,4759884,+,KE55,yigE
8,cyaA,nan,CDS,4759924,4762470,-,KE55,yigE
9,hemC,nan,CDS,4762836,4763798,+,KE55,yigE
10,hemD,nan,CDS,4763795,4764535,+,KE55,yigE
-9,nan,ECOR47_00915,CDS,46895,47098,+,ECOR47_PROKKA,yigE
-8,dapF,ECOR47_00916,CDS,47135,47959,+,ECOR47_PROKKA,yigE
-7,nan,ECOR47_00917,CDS,47956,48663,+,ECOR47_PROKKA,yigE
-6,xerC_2,ECOR47_00918,CDS,48660,49556,+,ECOR47_PROKKA,yigE
-5,yigB,ECOR47_00919,CDS,49556,50272,+,ECOR47_PROKKA,yigE
-4,uvrD,ECOR47_00920,CDS,50356,52518,+,ECOR47_PROKKA,yigE
-3,nan,ECOR47_00921,CDS,52563,53003,-,ECOR47_PROKKA,yigE
-2,nan,ECOR47_00922,CDS,53031,53465,-,ECOR47_PROKKA,yigE
-1,nan,ECOR47_00923,CDS,53548,54312,-,ECOR47_PROKKA,yigE
1,corA,ECOR47_00924,CDS,54682,55632,+,ECOR47_PROKKA,yigE
2,nan,ECOR47_00925,CDS,55675,56055,-,ECOR47_PROKKA,yigE
3,yigG,ECOR47_00926,CDS,56069,56449,-,ECOR47_PROKKA,yigE
4,rarD,ECOR47_00927,CDS,56544,57434,-,ECOR47_PROKKA,yigE
5,nan,ECOR47_00928,CDS,57486,57953,-,ECOR47_PROKKA,yigE
6,pldA,ECOR47_00929,CDS,58118,58987,+,ECOR47_PROKKA,yigE
7,recQ,ECOR47_00930,CDS,59114,60949,+,ECOR47_PROKKA,yigE
8,rhtC,ECOR47_00931,CDS,61013,61633,+,ECOR47_PROKKA,yigE
9,rhtB,ECOR47_00932,CDS,61695,62315,-,ECOR47_PROKKA,yigE
10,pldB,ECOR47_00933,CDS,62426,63448,+,ECOR47_PROKKA,yigE
-9,sorC,ECOR47_00853,CDS,61479,62426,+,ECOR47_PROKKA,yjbB
-8,bacC,ECOR47_00854,CDS,62496,63302,+,ECOR47_PROKKA,yjbB
-7,sorF,ECOR47_00855,CDS,63312,63719,+,ECOR47_PROKKA,yjbB
-6,sorB_1,ECOR47_00856,CDS,63719,64213,+,ECOR47_PROKKA,yjbB
